trial,time,id,Date,text_stim,text_time,fix_time,match_array,response,image_stim,latency,Block
0,164523,1008,2023-05-10,1,0.331,0.798,1,999,1,1000.0,0
1,164526,1008,2023-05-10,4,0.378,0.779,1,0,4,447.7,0
2,164528,1008,2023-05-10,0,0.332,0.978,1,1,0,332.8,0
3,164530,1008,2023-05-10,6,0.36,0.747,1,1,6,858.8,0
4,164533,1008,2023-05-10,5,0.324,0.77,1,1,5,873.7,0
5,164535,1008,2023-05-10,2,0.272,0.791,1,0,2,639.3,0
6,164538,1008,2023-05-10,7,0.321,0.797,1,1,7,319.79999999999995,0
7,164540,1008,2023-05-10,3,0.351,0.558,1,1,3,388.5,0
8,164542,1008,2023-05-10,1,0.302,0.763,1,1,1,427.59999999999997,0
9,164544,1008,2023-05-10,0,0.288,0.774,0,0,7,570.2,0
10,164546,1008,2023-05-10,6,0.311,0.588,0,1,5,371.40000000000003,0
11,164548,1008,2023-05-10,6,0.352,0.508,0,1,0,470.2,0
12,164549,1008,2023-05-10,3,0.285,0.942,1,1,3,346.6,0
13,164552,1008,2023-05-10,4,0.369,0.529,1,1,4,335.6,0
14,164553,1008,2023-05-10,2,0.318,0.564,1,0,2,533.2,0
15,164555,1008,2023-05-10,6,0.255,0.64,1,1,6,414.8,0
16,164557,1008,2023-05-10,7,0.325,0.748,1,1,7,869.4,0
17,164600,1008,2023-05-10,7,0.263,0.762,0,0,4,432.7,0
18,164602,1008,2023-05-10,1,0.302,0.808,1,1,1,457.4,0
19,164604,1008,2023-05-10,3,0.314,0.814,1,1,3,247.29999999999998,0
20,164606,1008,2023-05-10,6,0.36,0.557,1,1,6,411.0,0
21,164608,1008,2023-05-10,0,0.396,0.54,1,1,0,333.6,0
22,164610,1008,2023-05-10,5,0.315,0.73,1,1,5,399.3,0
23,164612,1008,2023-05-10,2,0.359,0.83,1,0,2,466.6,0
24,164614,1008,2023-05-10,0,0.342,0.98,1,1,0,257.79999999999995,0
25,164616,1008,2023-05-10,6,0.256,0.522,1,1,6,324.7,0
26,164618,1008,2023-05-10,7,0.394,0.73,1,1,7,308.7,0
27,164620,1008,2023-05-10,0,0.334,0.836,0,0,5,554.2,0
28,164622,1008,2023-05-10,7,0.291,0.924,0,0,4,403.5,0
29,164624,1008,2023-05-10,3,0.303,0.711,1,1,3,491.9,0
30,164626,1008,2023-05-10,7,0.267,0.791,0,0,2,401.2,0
31,164628,1008,2023-05-10,1,0.275,0.731,1,1,1,353.3,0
32,164630,1008,2023-05-10,5,0.35,0.629,0,1,1,527.8000000000001,0
33,164632,1008,2023-05-10,7,0.346,0.83,1,1,7,386.0,0
34,164634,1008,2023-05-10,2,0.291,0.827,0,1,0,370.59999999999997,0
35,164636,1008,2023-05-10,6,0.332,0.657,0,0,5,379.3,0
36,164638,1008,2023-05-10,2,0.351,0.667,1,1,2,303.4,0
37,164640,1008,2023-05-10,4,0.372,0.95,1,1,4,452.40000000000003,0
38,164642,1008,2023-05-10,0,0.284,0.616,0,0,3,413.0,0
39,164644,1008,2023-05-10,6,0.276,0.558,1,1,6,399.2,0
40,164646,1008,2023-05-10,5,0.297,0.777,1,1,5,284.1,0
41,164648,1008,2023-05-10,2,0.312,0.752,1,1,2,433.2,0
42,164650,1008,2023-05-10,3,0.37,0.562,1,1,3,666.6,0
43,164652,1008,2023-05-10,6,0.266,0.634,1,1,6,333.8,0
44,164654,1008,2023-05-10,1,0.376,0.733,1,1,1,416.6,0
45,164656,1008,2023-05-10,0,0.254,0.707,1,1,0,301.20000000000005,0
46,164658,1008,2023-05-10,1,0.348,0.883,0,0,4,409.9,0
47,164700,1008,2023-05-10,3,0.286,0.979,0,0,7,420.9,0
48,164702,1008,2023-05-10,3,0.398,0.586,1,1,3,277.9,0
49,164704,1008,2023-05-10,2,0.334,0.883,1,1,2,248.1,0
50,164706,1008,2023-05-10,6,0.379,0.5,1,1,6,406.4,0
51,164708,1008,2023-05-10,5,0.388,0.644,0,0,4,427.3,0
52,164710,1008,2023-05-10,6,0.336,0.662,0,0,1,427.70000000000005,0
53,164712,1008,2023-05-10,0,0.264,0.822,1,1,0,358.0,0
54,164714,1008,2023-05-10,5,0.302,0.9,1,1,5,399.7,0
55,164716,1008,2023-05-10,7,0.331,0.523,1,1,7,317.3,0
56,164718,1008,2023-05-10,1,0.296,0.523,1,1,1,456.0,0
57,164720,1008,2023-05-10,2,0.272,0.59,1,0,2,475.3,0
58,164722,1008,2023-05-10,6,0.399,0.919,1,1,6,272.5,0
59,164724,1008,2023-05-10,4,0.347,0.845,0,0,0,364.5,0
60,164726,1008,2023-05-10,5,0.273,0.561,1,1,5,357.70000000000005,0
61,164728,1008,2023-05-10,3,0.3,0.798,1,1,3,359.5,0
62,164730,1008,2023-05-10,6,0.371,0.91,0,0,4,476.2,0
63,164732,1008,2023-05-10,7,0.316,0.522,1,1,7,330.2,0
64,164734,1008,2023-05-10,1,0.284,0.855,1,1,1,289.4,0
65,164736,1008,2023-05-10,6,0.361,0.956,1,1,6,329.2,0
66,164738,1008,2023-05-10,1,0.318,0.753,0,0,5,388.90000000000003,0
67,164740,1008,2023-05-10,3,0.309,0.769,1,1,3,601.7,0
68,164742,1008,2023-05-10,7,0.291,0.676,1,1,7,331.5,0
69,164744,1008,2023-05-10,0,0.385,0.686,1,1,0,322.1,0
70,164746,1008,2023-05-10,4,0.327,0.559,1,1,4,364.4,0
71,164748,1008,2023-05-10,2,0.27,0.691,1,0,2,419.70000000000005,0
72,164750,1008,2023-05-10,6,0.388,0.801,1,1,6,313.3,0
73,164752,1008,2023-05-10,0,0.335,0.729,1,1,0,302.09999999999997,0
74,164754,1008,2023-05-10,2,0.258,0.699,1,1,2,275.8,0
75,164755,1008,2023-05-10,3,0.302,0.74,1,1,3,297.59999999999997,0
76,164757,1008,2023-05-10,1,0.392,0.521,1,1,1,317.3,0
77,164759,1008,2023-05-10,4,0.367,0.748,1,1,4,276.1,0
78,164801,1008,2023-05-10,7,0.308,0.936,1,1,7,285.1,0
79,164803,1008,2023-05-10,5,0.346,0.549,1,1,5,327.5,0
80,164805,1008,2023-05-10,1,0.395,0.592,1,1,1,442.5,0
81,164807,1008,2023-05-10,4,0.266,0.97,1,1,4,350.1,0
82,164809,1008,2023-05-10,7,0.299,0.666,1,1,7,339.8,0
83,164811,1008,2023-05-10,0,0.315,0.65,1,1,0,413.7,0
84,164813,1008,2023-05-10,7,0.306,0.696,0,0,6,344.7,0
85,164815,1008,2023-05-10,5,0.379,0.661,1,1,5,454.79999999999995,0
86,164817,1008,2023-05-10,3,0.389,0.522,1,1,3,333.4,0
87,164819,1008,2023-05-10,2,0.287,0.585,1,1,2,416.8,0
88,164820,1008,2023-05-10,1,0.392,0.763,1,1,1,239.0,0
89,164822,1008,2023-05-10,5,0.332,0.978,1,1,5,297.5,0
90,164825,1008,2023-05-10,7,0.321,0.593,1,1,7,336.5,0
91,164826,1008,2023-05-10,4,0.35,0.731,1,1,4,306.20000000000005,0
92,164828,1008,2023-05-10,0,0.381,0.724,1,1,0,258.40000000000003,0
93,164830,1008,2023-05-10,2,0.375,0.872,1,1,2,352.5,0
94,164832,1008,2023-05-10,6,0.296,0.982,1,1,6,259.29999999999995,0
95,164834,1008,2023-05-10,3,0.352,0.956,1,1,3,290.1,0
96,164837,1008,2023-05-10,4,0.277,0.561,1,1,4,283.0,0
97,164838,1008,2023-05-10,6,0.388,0.911,1,1,6,270.5,0
98,164840,1008,2023-05-10,3,0.389,0.995,1,1,3,274.2,0
99,164843,1008,2023-05-10,0,0.309,0.608,1,1,0,348.2,0
100,164844,1008,2023-05-10,1,0.305,0.75,1,1,1,272.7,0
101,164846,1008,2023-05-10,2,0.317,0.728,1,1,2,480.8,0
102,164848,1008,2023-05-10,5,0.386,0.886,1,1,5,283.3,0
103,164851,1008,2023-05-10,4,0.327,0.619,0,0,7,419.8,0
104,164852,1008,2023-05-10,3,0.39,0.832,1,1,3,346.9,0
105,164855,1008,2023-05-10,0,0.343,0.686,1,1,0,318.3,0
106,164857,1008,2023-05-10,2,0.259,0.51,0,0,6,493.70000000000005,0
107,164858,1008,2023-05-10,5,0.318,0.637,0,0,1,371.5,0
108,164900,1008,2023-05-10,0,0.255,0.716,0,0,4,388.2,0
109,164902,1008,2023-05-10,7,0.256,0.617,1,1,7,428.8,0
110,164904,1008,2023-05-10,5,0.337,0.638,1,1,5,355.4,0
111,164906,1008,2023-05-10,2,0.259,0.784,1,1,2,692.6,0
112,164908,1008,2023-05-10,3,0.368,0.575,1,1,3,285.1,0
113,164910,1008,2023-05-10,0,0.289,0.793,1,1,0,298.4,0
114,164912,1008,2023-05-10,4,0.253,0.807,1,1,4,481.0,0
115,164914,1008,2023-05-10,2,0.395,0.964,1,1,2,372.2,0
116,164916,1008,2023-05-10,6,0.327,0.78,1,0,6,513.4,0
117,164918,1008,2023-05-10,5,0.331,0.847,1,1,5,260.0,0
118,164920,1008,2023-05-10,7,0.318,0.819,1,1,7,564.8,0
119,164923,1008,2023-05-10,1,0.319,0.965,1,1,1,464.3,0
120,164925,1008,2023-05-10,4,0.278,0.751,0,0,1,708.3000000000001,0
121,164927,1008,2023-05-10,5,0.349,0.924,1,1,5,318.5,0
122,164929,1008,2023-05-10,3,0.369,0.744,0,0,6,446.79999999999995,0
123,164932,1008,2023-05-10,2,0.29,0.798,0,0,7,647.3,0
124,164934,1008,2023-05-10,3,0.311,0.966,1,1,3,397.4,0
125,164936,1008,2023-05-10,4,0.393,0.703,1,1,4,331.4,0
126,164938,1008,2023-05-10,0,0.353,0.982,1,1,0,303.20000000000005,0
127,164940,1008,2023-05-10,5,0.3,0.659,0,0,2,553.6,0
128,164942,1008,2023-05-10,4,0.304,0.793,1,1,4,445.29999999999995,0
129,164944,1008,2023-05-10,2,0.296,0.578,0,0,7,446.7,0
130,164946,1008,2023-05-10,0,0.363,0.605,1,1,0,319.2,0
131,164948,1008,2023-05-10,5,0.308,0.769,1,1,5,336.8,0
132,164950,1008,2023-05-10,1,0.304,0.575,1,1,1,482.9,0
133,164952,1008,2023-05-10,6,0.307,0.74,1,1,6,608.8,0
134,164954,1008,2023-05-10,4,0.299,0.601,0,0,3,400.5,0
135,164956,1008,2023-05-10,2,0.331,0.966,1,1,2,465.1,0
136,164958,1008,2023-05-10,5,0.396,0.812,0,0,7,423.59999999999997,0
137,165001,1008,2023-05-10,1,0.39,0.559,0,0,4,429.20000000000005,0
138,165003,1008,2023-05-10,3,0.386,0.837,1,1,3,311.09999999999997,0
139,165005,1008,2023-05-10,0,0.328,0.958,1,1,0,351.1,0
140,165007,1008,2023-05-10,5,0.273,0.954,1,1,5,380.7,0
141,165009,1008,2023-05-10,1,0.354,0.718,1,1,1,304.09999999999997,0
142,165011,1008,2023-05-10,6,0.311,0.684,1,1,6,352.3,0
143,165013,1008,2023-05-10,2,0.38,0.997,1,1,2,425.59999999999997,0
144,165015,1008,2023-05-10,4,0.277,0.646,1,1,4,297.70000000000005,0
145,165017,1008,2023-05-10,3,0.318,0.948,1,1,3,253.7,0
146,165019,1008,2023-05-10,0,0.264,0.758,1,1,0,562.6,0
147,165021,1008,2023-05-10,3,0.297,0.925,0,0,2,356.2,0
148,165023,1008,2023-05-10,5,0.384,0.547,1,1,5,470.0,0
149,165025,1008,2023-05-10,6,0.322,0.666,1,1,6,507.4,0
150,165027,1008,2023-05-10,7,0.32,0.926,1,1,7,295.4,0
151,165029,1008,2023-05-10,2,0.338,0.709,0,1,1,471.7,0
152,165032,1008,2023-05-10,1,0.294,0.619,1,1,1,291.6,0
153,165033,1008,2023-05-10,2,0.37,0.505,1,1,2,302.4,0
154,165035,1008,2023-05-10,4,0.333,0.857,1,1,4,490.8,0
155,165037,1008,2023-05-10,0,0.273,0.743,1,1,0,276.8,0
156,165039,1008,2023-05-10,6,0.376,0.934,1,1,6,410.2,0
157,165041,1008,2023-05-10,7,0.326,0.603,1,1,7,451.90000000000003,0
158,165043,1008,2023-05-10,3,0.267,0.596,1,1,3,348.8,0
159,165045,1008,2023-05-10,4,0.387,0.765,0,0,5,359.8,0
160,165047,1008,2023-05-10,6,0.301,0.921,0,0,7,332.0,0
161,165049,1008,2023-05-10,1,0.285,0.888,1,1,1,307.7,0
162,165051,1008,2023-05-10,2,0.341,0.766,1,1,2,279.8,0
163,165053,1008,2023-05-10,6,0.282,0.86,1,1,6,367.09999999999997,0
164,165055,1008,2023-05-10,5,0.291,0.587,1,1,5,255.0,0
165,165057,1008,2023-05-10,0,0.329,0.858,1,1,0,231.6,0
166,165059,1008,2023-05-10,3,0.312,0.628,1,1,3,275.2,0
167,165101,1008,2023-05-10,1,0.386,0.516,0,0,4,503.6,0
168,165103,1008,2023-05-10,6,0.288,0.824,1,1,6,366.70000000000005,0
169,165105,1008,2023-05-10,0,0.293,0.75,0,0,1,426.3,0
170,165107,1008,2023-05-10,4,0.355,0.635,1,1,4,291.8,0
171,165109,1008,2023-05-10,7,0.325,0.685,1,1,7,550.8,0
172,165111,1008,2023-05-10,0,0.33,0.89,1,1,0,279.6,0
173,165113,1008,2023-05-10,3,0.304,0.827,1,1,3,300.8,0
174,165115,1008,2023-05-10,2,0.339,0.71,1,1,2,314.2,0
175,165117,1008,2023-05-10,5,0.26,0.808,1,1,5,421.4,0
176,165119,1008,2023-05-10,6,0.304,0.917,1,1,6,288.4,0
177,165121,1008,2023-05-10,6,0.27,0.605,0,1,4,439.40000000000003,0
178,165123,1008,2023-05-10,7,0.354,0.742,1,1,7,269.3,0
179,165125,1008,2023-05-10,5,0.293,0.646,1,1,5,337.3,0
180,165126,1008,2023-05-10,3,0.252,0.835,1,1,3,324.0,0
181,165128,1008,2023-05-10,3,0.394,0.944,0,0,0,376.90000000000003,0
182,165131,1008,2023-05-10,1,0.26,0.864,1,1,1,357.59999999999997,0
183,165133,1008,2023-05-10,3,0.366,0.833,0,0,2,483.20000000000005,0
184,165135,1008,2023-05-10,7,0.357,0.503,1,1,7,300.4,0
185,165137,1008,2023-05-10,2,0.352,0.963,0,0,3,456.5,0
186,165139,1008,2023-05-10,2,0.269,0.606,1,1,2,509.70000000000005,0
187,165141,1008,2023-05-10,5,0.313,0.726,1,1,5,371.2,0
188,165143,1008,2023-05-10,2,0.284,0.696,0,0,0,544.9000000000001,0
189,165145,1008,2023-05-10,7,0.335,0.712,0,0,4,393.29999999999995,0
190,165147,1008,2023-05-10,1,0.259,0.682,1,1,1,294.70000000000005,0
191,165149,1008,2023-05-10,0,0.393,0.838,0,0,6,372.7,0
192,165151,1008,2023-05-10,2,0.361,0.872,1,1,2,515.0,0
193,165153,1008,2023-05-10,0,0.315,0.681,0,0,7,541.0,0
194,165155,1008,2023-05-10,0,0.347,0.665,1,1,0,456.5,0
195,165157,1008,2023-05-10,4,0.316,0.739,1,1,4,338.2,0
196,165159,1008,2023-05-10,6,0.387,0.82,1,1,6,331.7,0
197,165201,1008,2023-05-10,1,0.258,0.973,1,1,1,243.10000000000002,0
198,165203,1008,2023-05-10,5,0.319,0.996,1,1,5,388.5,0
199,165206,1008,2023-05-10,3,0.337,0.722,1,1,3,320.6,0
200,165208,1008,2023-05-10,3,0.337,0.663,1,1,3,310.2,0
201,165210,1008,2023-05-10,2,0.365,0.624,1,1,2,460.2,0
202,165212,1008,2023-05-10,1,0.345,0.816,1,1,1,259.1,0
203,165214,1008,2023-05-10,0,0.321,0.952,1,1,0,281.8,0
204,165216,1008,2023-05-10,6,0.294,0.976,1,1,6,239.5,0
205,165218,1008,2023-05-10,7,0.343,0.789,1,1,7,310.3,0
206,165220,1008,2023-05-10,5,0.278,0.644,1,1,5,285.4,0
207,165221,1008,2023-05-10,3,0.335,0.86,0,0,4,595.4000000000001,0
208,165224,1008,2023-05-10,3,0.338,0.579,0,0,7,352.7,0
209,165226,1008,2023-05-10,4,0.374,0.573,1,1,4,274.0,0
210,165227,1008,2023-05-10,1,0.256,0.871,1,1,1,437.2,0
211,165230,1008,2023-05-10,2,0.392,0.801,1,1,2,241.9,0
212,165232,1008,2023-05-10,5,0.315,0.852,1,1,5,343.0,0
213,165234,1008,2023-05-10,5,0.369,0.673,0,0,6,411.1,0
214,165236,1008,2023-05-10,3,0.354,0.709,1,1,3,292.9,0
215,165238,1008,2023-05-10,0,0.368,0.888,1,1,0,292.5,0
216,165240,1008,2023-05-10,3,0.389,0.626,0,0,2,380.3,0
217,165242,1008,2023-05-10,6,0.338,0.673,1,1,6,413.4,0
218,165244,1008,2023-05-10,7,0.314,0.647,1,1,7,293.5,0
219,165245,1008,2023-05-10,5,0.356,0.719,1,1,5,353.1,0
220,165247,1008,2023-05-10,4,0.367,0.724,1,1,4,385.6,0
221,165249,1008,2023-05-10,1,0.298,0.93,1,1,1,483.0,0
222,165252,1008,2023-05-10,3,0.277,0.801,1,1,3,301.9,0
223,165254,1008,2023-05-10,5,0.339,0.64,0,0,0,558.6,0
224,165256,1008,2023-05-10,6,0.334,0.991,1,1,6,614.5,0
225,165258,1008,2023-05-10,0,0.294,0.513,1,1,0,317.7,0
226,165300,1008,2023-05-10,5,0.367,0.993,0,0,4,429.70000000000005,0
227,165302,1008,2023-05-10,3,0.293,0.985,1,1,3,243.4,0
228,165304,1008,2023-05-10,1,0.393,0.748,1,1,1,301.0,0
229,165306,1008,2023-05-10,7,0.345,0.545,1,0,7,394.8,0
230,165308,1008,2023-05-10,5,0.351,0.775,1,1,5,317.3,0
231,165310,1008,2023-05-10,2,0.389,0.562,1,1,2,561.6,0
232,165312,1008,2023-05-10,7,0.389,0.914,1,1,7,353.7,0
233,165314,1008,2023-05-10,3,0.253,0.6,1,1,3,366.5,0
234,165316,1008,2023-05-10,6,0.373,0.971,1,1,6,341.4,0
235,165318,1008,2023-05-10,2,0.353,0.569,0,1,4,424.70000000000005,0
236,165320,1008,2023-05-10,2,0.345,0.954,1,1,2,257.90000000000003,0
237,165322,1008,2023-05-10,5,0.388,0.791,1,1,5,627.4,0
238,165325,1008,2023-05-10,0,0.297,0.966,1,1,0,263.5,0
239,165327,1008,2023-05-10,1,0.288,0.946,1,1,1,624.4,0
240,165329,1008,2023-05-10,0,0.283,0.796,1,1,0,253.7,0
241,165331,1008,2023-05-10,5,0.318,0.768,1,1,5,273.8,0
242,165333,1008,2023-05-10,7,0.333,0.925,1,1,7,411.0,0
243,165335,1008,2023-05-10,6,0.33,0.667,1,1,6,321.5,0
244,165337,1008,2023-05-10,2,0.294,0.715,0,0,3,329.79999999999995,0
245,165339,1008,2023-05-10,3,0.311,0.747,0,0,4,317.0,0
246,165341,1008,2023-05-10,1,0.259,0.926,1,1,1,313.5,0
247,165343,1008,2023-05-10,2,0.31,0.699,1,1,2,553.5,0
248,165345,1008,2023-05-10,2,0.277,0.76,1,1,2,292.1,0
249,165347,1008,2023-05-10,2,0.34,0.891,0,0,7,401.1,0
250,165349,1008,2023-05-10,6,0.277,0.593,1,1,6,431.90000000000003,0
251,165351,1008,2023-05-10,4,0.355,0.835,0,0,1,319.7,0
252,165353,1008,2023-05-10,3,0.295,0.731,1,1,3,271.4,0
253,165355,1008,2023-05-10,3,0.305,0.505,0,0,5,392.90000000000003,0
254,165357,1008,2023-05-10,0,0.329,0.947,1,1,0,245.4,0
255,165359,1008,2023-05-10,4,0.39,0.58,1,1,4,277.2,0
256,165401,1008,2023-05-10,7,0.271,0.749,0,0,1,351.2,0
257,165403,1008,2023-05-10,7,0.323,0.618,1,1,7,327.1,0
258,165405,1008,2023-05-10,0,0.391,0.852,1,1,0,313.5,0
259,165407,1008,2023-05-10,4,0.314,0.529,1,1,4,371.2,0
260,165408,1008,2023-05-10,5,0.332,0.992,1,1,5,331.1,0
261,165411,1008,2023-05-10,6,0.351,0.613,1,1,6,240.0,0
262,165412,1008,2023-05-10,2,0.261,0.564,1,1,2,264.7,0
263,165414,1008,2023-05-10,3,0.272,0.649,1,1,3,242.9,0
264,165416,1008,2023-05-10,3,0.339,0.918,1,1,3,241.2,0
265,165418,1008,2023-05-10,0,0.257,0.696,1,1,0,269.0,0
266,165420,1008,2023-05-10,2,0.279,0.857,1,1,2,255.2,0
267,165422,1008,2023-05-10,1,0.271,0.963,0,0,4,463.4,0
268,165424,1008,2023-05-10,3,0.36,0.693,0,0,7,682.9,0
269,165426,1008,2023-05-10,1,0.354,0.543,1,1,1,294.4,0
270,165428,1008,2023-05-10,5,0.341,0.86,1,1,5,246.0,0
271,165430,1008,2023-05-10,6,0.292,0.61,1,0,6,434.09999999999997,0
272,165432,1008,2023-05-10,2,0.269,0.869,1,1,2,307.7,0
273,165434,1008,2023-05-10,3,0.368,0.978,1,1,3,262.2,0
274,165436,1008,2023-05-10,1,0.319,0.698,1,1,1,305.9,0
275,165438,1008,2023-05-10,0,0.376,0.581,1,1,0,259.90000000000003,0
276,165440,1008,2023-05-10,6,0.372,0.57,1,1,6,290.0,0
277,165441,1008,2023-05-10,6,0.294,0.624,0,0,4,402.0,0
278,165443,1008,2023-05-10,7,0.258,0.503,1,1,7,469.7,0
279,165445,1008,2023-05-10,4,0.322,0.937,0,0,5,397.0,0
280,165447,1008,2023-05-10,1,0.366,0.788,0,0,7,353.8,0
281,165449,1008,2023-05-10,3,0.295,0.848,1,1,3,202.8,0
282,165451,1008,2023-05-10,0,0.372,0.565,1,1,0,293.9,0
283,165453,1008,2023-05-10,2,0.304,0.749,1,1,2,287.0,0
284,165455,1008,2023-05-10,4,0.322,0.605,1,1,4,290.2,0
285,165457,1008,2023-05-10,1,0.312,0.828,1,1,1,284.5,0
286,165459,1008,2023-05-10,5,0.292,0.907,1,0,5,387.5,0
287,165501,1008,2023-05-10,6,0.397,0.516,1,1,6,275.7,0
288,165503,1008,2023-05-10,5,0.389,0.633,1,1,5,322.5,0
289,165504,1008,2023-05-10,7,0.269,0.857,1,1,7,276.9,0
290,165506,1008,2023-05-10,6,0.397,0.646,1,1,6,256.6,0
291,165508,1008,2023-05-10,4,0.376,0.764,1,1,4,241.60000000000002,0
292,165510,1008,2023-05-10,2,0.341,0.703,1,1,2,435.90000000000003,0
293,165512,1008,2023-05-10,3,0.399,0.783,0,0,0,432.09999999999997,0
294,165514,1008,2023-05-10,1,0.304,0.798,1,1,1,422.20000000000005,0
295,165517,1008,2023-05-10,3,0.262,0.717,1,1,3,255.9,0
296,165518,1008,2023-05-10,5,0.294,0.951,1,1,5,451.7,0
297,165521,1008,2023-05-10,3,0.39,0.954,1,1,3,244.60000000000002,0
298,165523,1008,2023-05-10,7,0.323,0.857,1,1,7,332.3,0
299,165525,1008,2023-05-10,2,0.384,0.936,1,1,2,269.2,0
300,165527,1008,2023-05-10,4,0.289,0.704,1,1,4,264.29999999999995,0
301,165529,1008,2023-05-10,6,0.322,0.853,1,1,6,273.0,0
302,165531,1008,2023-05-10,1,0.384,0.753,1,1,1,452.5,0
303,165533,1008,2023-05-10,0,0.306,0.554,1,1,0,263.2,0
304,165535,1008,2023-05-10,7,0.32,0.865,0,1,2,328.6,0
305,165537,1008,2023-05-10,5,0.352,0.99,1,1,5,276.6,0
306,165539,1008,2023-05-10,5,0.262,0.968,0,0,4,469.2,0
307,165541,1008,2023-05-10,7,0.332,0.727,1,1,7,341.0,0
308,165543,1008,2023-05-10,1,0.395,0.581,1,1,1,279.0,0
309,165545,1008,2023-05-10,1,0.318,0.718,0,0,6,379.90000000000003,0
310,165547,1008,2023-05-10,3,0.355,0.817,1,1,3,273.2,0
311,165549,1008,2023-05-10,0,0.369,0.764,1,1,0,361.5,0
312,165551,1008,2023-05-10,7,0.39,0.692,1,1,7,423.4,0
313,165553,1008,2023-05-10,1,0.252,0.691,1,1,1,396.9,0
314,165555,1008,2023-05-10,3,0.27,0.665,1,1,3,253.2,0
315,165557,1008,2023-05-10,0,0.286,0.588,1,1,0,284.0,0
316,165558,1008,2023-05-10,2,0.274,0.758,1,1,2,337.2,0
317,165600,1008,2023-05-10,6,0.326,0.941,1,1,6,283.5,0
318,165602,1008,2023-05-10,4,0.329,0.522,1,1,4,273.5,0
319,165604,1008,2023-05-10,5,0.307,0.503,1,1,5,298.0,0
320,165606,1008,2023-05-10,0,0.281,0.586,1,1,0,253.8,0
321,165607,1008,2023-05-10,3,0.348,0.723,1,1,3,224.20000000000002,0
322,165609,1008,2023-05-10,2,0.32,0.965,0,1,5,220.6,0
323,165611,1008,2023-05-10,5,0.371,0.718,0,0,1,364.59999999999997,0
324,165613,1008,2023-05-10,2,0.288,0.717,1,0,2,440.90000000000003,0
325,165615,1008,2023-05-10,1,0.309,0.964,0,0,7,358.70000000000005,0
326,165617,1008,2023-05-10,4,0.353,0.568,1,1,4,254.0,0
327,165619,1008,2023-05-10,6,0.271,0.583,1,1,6,414.4,0
328,165621,1008,2023-05-10,3,0.358,0.841,1,1,3,355.6,0
329,165623,1008,2023-05-10,4,0.311,0.837,1,1,4,446.7,0
330,165625,1008,2023-05-10,6,0.276,0.893,1,1,6,302.20000000000005,0
331,165627,1008,2023-05-10,5,0.334,0.756,1,1,5,243.29999999999998,0
332,165629,1008,2023-05-10,0,0.365,0.746,1,1,0,334.2,0
333,165631,1008,2023-05-10,1,0.349,0.958,1,1,1,309.59999999999997,0
334,165633,1008,2023-05-10,7,0.348,0.918,1,1,7,341.3,0
335,165636,1008,2023-05-10,2,0.286,0.958,1,1,2,364.3,0
336,165638,1008,2023-05-10,7,0.295,0.507,1,1,7,320.0,0
337,165639,1008,2023-05-10,3,0.275,0.809,1,1,3,256.2,0
338,165641,1008,2023-05-10,6,0.288,0.58,1,1,6,355.9,0
339,165643,1008,2023-05-10,2,0.301,0.657,1,1,2,289.9,0
340,165645,1008,2023-05-10,5,0.34,0.616,1,1,5,305.9,0
341,165647,1008,2023-05-10,0,0.384,0.887,1,1,0,286.9,0
342,165649,1008,2023-05-10,1,0.399,0.771,1,1,1,273.4,0
343,165651,1008,2023-05-10,4,0.352,0.807,1,1,4,266.0,0
